Question,Answer,Answer_start,Answer_end,Context
 The main idea of the passage is that _., the innermost recesses of the heart are a reservoir of peace,0,60,"['agitation, noise, confusion — all areonly on the outer layers. So also in the innermost recesses of the heart, there is a reservoir of peace (santhi) whereyou must take refuge.There are three types of people: the lethargic (thamasic), who are like iron balls, impervious to any softening influence; the active (rajasic), who are like cotton, absorbent, but not changing their own nature; and the pure(sathwic), who melt as butter melts at the joy or grief of others or at the mention of the divine plays of the Lord.The sathwic dive deep into the source and spring of sympathy.Anger, envy, greed,']"
 The author suggests that we should _., be able to see all as moved and motivated by the One Supreme Reality or Self,0,76,"['in you, and leave it here take from Me what I have, viz. love (prema).Develop the capacity to see all as “moved and motivated by the One Supreme Reality or Self”.Examine every day what you do and with what motive; then you can yourself pronounce judgement on yourprogress. Select only pure motives, pure deeds. You forgot that you are the Atma, and now you remember thatyou are the Atma. That is all the progress you have to achieve; it all looks so easy, but it is one of the hardest ofassignments. The ear is so near to the eye. but']"
 The author's attitude towards the material world is _., objective,0,9,"['and fear of wrong. How do you decide that an actor a thought is sinful or wrong? It has to be done on the basis of the scriptures and of the Voice within. Withoutfaith, no progress is possible, even in the material world. Science considers the seen as the final proof; but how farcan you trust the seen? You respect a person not on the basis of his dress or hairstyle, which are seen, but on thebasis of their character and attainments, which are invisible.You suffer now because all your attachment is toward nature and all your non-attachment is toward']"
 The best title for this passage is _., Clean Air,0,9,"['as well as harmful to the clothes. It should be a daily process; you should see that no dirtsettles upon the mind. That is to say, you should move about in such company that dirt is avoided. Falsehood,injustice, indiscipline, cruelty, hate —\xad these form the dirt.Truth, righteousness, peace, love (sathya, dharma, santhi, prema) — these form the clean elements. If youinhale the pure air of these latter, your mind will be free from evil bacilli and you will be mentally sturdy andphysically strong. As Vivekananda used to say, you should have nerves of steel and muscles of iron. That is']"
 The writer thinks that _., the students are the instruments of the India of tomorrow,0,57,"['town are not new to Me, this is the first time that most of you are seeing Me. Whena few more dishes are prepared, it become a festival day. So, when the district athletic competitions are heldhere, it is a festival for the boys and students as well as for parents and others interested in the welfare of thecountry. You have all put on a glad face forgetting the daily drudgery. You have witnessed the competitions andthe games and enjoyed the keenness and enthusiasm of the participants.The students sitting before us are the instruments with which the India of tomorrow']"
 The author chastises some persons because _., He has Prema toward them,0,24,"['abuses, but I will not give them up. I am not influenced by anybody, remember. No one canchange My course or affect My conduct to the slightest extent. I am the Master over all.But let Me tell you this. I speak harsh words and “punish” some persons because I have Prema toward themand am eager to correct them and make them better instruments. If they were not Mine, I would have given themup and not cared to take any notice of their lapses. I have a right to chastise those who I feel are Mine. I also knowthat they still']"
 The purpose of the writer is to _., give a speech,0,13,"['won. That is why, in the Gita, Krishna asks Arjuna, “Have youlistened to what I have said with one-pointed attention?” Arjuna, good student that he is, replies that even in themidst of the opposing armies ranged on the battlefield, he has listened to the words of the Lord with keen concentration. Learn that concentration and your learning will stand you in good stead.I have been asked to inaugurate the Library of this College by the token act of giving over these books to thePrincipal to be placed on the shelves along with the books already there. Come and read the']"
 The purpose of the Names and Forms is to _., draw people closer to the Lord,0,30,"['a millionNames and a million Forms, and He wants that faith and attachment to be evoked in you by any one of them, asyou recite the Names or contemplate the Forms. That is why they have a string of 1008 Names for use to worship;the devotee might be drawn closer to the Lord while any one Name is being repeated, however distracted or inat-\x0ctentive they might be during the rest of the list. Like the coldness of the atmosphere, which freezes the water, thecompelling agony of the devotee’s heart solidifies the Formless Absolute into the shape and the attitude that']"
 The author's attitude towards the devotee is _., positive,0,8,"['back, no halfway stop, no tardy pace, no side lane on such a pilgrimage. It is always upand up, right to the crest of the mountain.\x0cThough your responsibility is greater, take it from Me, you are luckier than others. Do not deny with thetongue what you have relished in the heart; do not bear false witness to your own felt experience. Do not carpand talk cynically of the very thing you have revered and adored when the company into which you fall start suchraillery.It is said that the devotee can get the Lord everywhere easily, but the Lord cannot get']"
 The author's purpose in writing the passage is to _., tell us how to get Grace,0,24,"['planet can harm you; maleficent influences even from the most powerfulcombination of planets with which the astrologers terrify you will disappear in a trice. In order to get that Grace,there are two prescriptions: speak lovingly, as far as the world is concerned, and speak the truth, as far as the nextworld is concerned. Love (prema) is the weapon, and enquiry is the wheel that must be revolved perpetually toget the light of prema. Until prema emerges, you have to be in the darkness of hatred, where even the slightestmovement creates fear and suspicion.Charge the battery of your spiritual discipline continuouslyNever']"
 The author's purpose in writing this passage is to _., call on people to cultivate their faith,0,39,"['them to perdition. But a straight plant means a straight tree; a bent plant can never grow into a straighttree. Rotten, over-ripe, worm-eaten fruits are not fit to be offered to God. Years of sin would have warped thecharacter of a person beyond repair. So the spiritual discipline has to be followed from a tender age.Doubt is a component of the demonic natureFaith can grow only by long cultivation and careful attention. The old are haunted by the demon of doubt.I know there are many here who are afflicted by doubt. They think that I have hidden a vessel of']"
 Which of the following is TRUE according to the passage?, The Supreme Being is the Absolute Reality.,0,42,"['48 minutes, but one can also find it defined as04:08–04:56. A muhurtha is approximately 48 minutes.Brahman. The Supreme Being, the Absolute Reality, Impersonal God with no form or attributes. The uncausedcause of the Universe, Existence, Consciousness-Bliss Absolute (Sath-Chith-Ananda); The Eternal Changeless Reality — not conditioned by time, space, and causation.brahmin. First of four castes of social order, the priestly or teacher caste; a person belonging to this caste.buddhi. Intellect, intelligence, faculty of discrimination.Chaithanya. Fifteenth century Vaishnava mendicant reformer; taught the path of love and devotion to the Avatar of Sri Krishna.chit. Consciousness, knowledge, awareness.Dasaratha. Son of Aja and father of']"
 The passage is mainly about _., the person of the deity,0,23,"['without fruit.I bring tears and I wipe tears, someone has sung. Yes, I bring tears of joy into your eyes, and I wipe the tearsof grief. I am said to make people mad and also to cure madness. Yes, I make them mad about God and about thespiritual discipline needed for that. I cure the madness that makes people run frantically after fleeting pleasuresand fall into fits of joy and grief.Some persons have said in their ignorance that I am divine sometimes and that I become human after that!They say I alternate between Divinity and humanity. Do not believe this.']"
 The devotee will communicate his troubles and problems only to his Lord because _., he knows that there is a higher power that knows more and that it is just and impartial,17,105,"['bides his time: he knows that there is a higher power that knows more and that it is just and impartial.In the light of that knowledge, the devotee will communicate his troubles and problems only to his Lord; he willnot humiliate himself by talking about them to all and sundry, for what can a man, who is as helpless as himself,do to relieve him? It is only those who have that implicit faith in God, who will deign to communicate only withthe Lord and none else, who deserve the nectar of immortality.Make remembrance of the name of God part of']"
 The author thinks that _., mothers should be responsible for their children,0,48,"['truths again andagain, in different contexts and imageries. That is the sign of all mothers — an overwhelming desire to reform thechildren and to direct them along the path of progress.Tirumulachar read the section on the yoga of devotion today, and he spoke of the nine forms of devotion,which I generally talk about: hearing, singing, remembering the Lord’s Name, prostration, salutation, servitude,friendship, and Self-offering. In all these forms, love (prema) is the essential component; it is prema that thrillsand fills the mind with joy and hope. Pothana, Nandanar, Jayadeva, Gouranga, Thukaram, Meera, Purandaradhasa, Thyagaraja, and others were thrilled so much']"
 The winners should be thankful to the losers because _., they won the prize by running faster,0,36,"['The second is a very difficult mental exercise. The winnersmust be thankful to the losers for their victory, for if the losers had put in a little more effort, they would have carried away the prizes instead. The losers, by running neck to neck with you, prompted you to run faster and thusencouraged you to win. They gave you the grit to put in that extra pace, which brought the prize into your hands.And the losers! I ask you not to lose self-confidence. Do not attach too much value to victory or too muchimportance to defeat. Even in examinations, when']"
" When you sit in this hall, you know that _.", you are not the same as the hall,0,32,"['be said to have attained Bliss.Love has to begin with a great yearning for LightJust because you have taken residence in this body, you cannot call the body ‘I’. When you sit here in thishall, you do not call the hall “I”. You know you are separate and that you are here only temporarily. When youmove about in a horse cart, you do not say that the cart is you, do you? You do not take the cart inside when youstep down from it on reaching home. So also, you have to drop this body when you reach “home”.The ‘I’']"
 Which of the following is TRUE according to the passage?, The person who made the speech was not the one who made the speech.,0,67,"['source of light and culture for this part of the country.Madakasira, 1959-11-25Love is God, God is Love. Where there is Love, there God is certainly evident. Lovemore and more people, love them more and more intensely. Transform the loveinto service, transform the service into worship; that is the highest spiritual discipline.Sathya Sai Baba\x0c25. Man And MindDr. Bhagavantam asked Me now to “speak” to you, but I do not make speeches. I only “converse” with you. Ido not make public speeches or address meetings, as so many of the persons who spoke now do. They made“speeches”, which were regular feasts to']"
 The author thinks that _., the joy of taking on the Name of the Lord is as essential as air for the lungs,0,78,"['was a bird, Druva but a toddler, thecowherds of Brindavan were unlettered folk; yet, through that alchemy, they all shone in the splendour of premaand knew the Source.The merit of actions will have its say at the time of deathOnce you take on the Name of the Lord which is sweetness itself, it will awaken all the sweetness latent in\x0cyou; when you have tasted the joy, you can never for a moment exist without that sustenance. It becomes as essential as air for the lungs. You may say, listening to some mythological tales, that it is quite enough if the']"
 The best title for the passage is _., The Master of Your Mind,0,23,"['is millions of miles away, can set fire to someobject if by means of a magnifying glass its rays are focused at one point. So also, focus all your powers of observation and judgement on one topic and it will surely stand revealed.Man can and should be the master of his mindThe world itself is subject to constant agitation; how can your plan to lead a quiet contented peaceful life\x0cupon it succeed? It is like trying to float without any heaving or falling while being tossed about on the wavesof the sea. Under such conditions, the best thing is to']"
 The author suggests that people should _., come out in company and dobhajans like this,0,43,['at the very thought of the Lord because they had prema in sucha pure and overpowering form.Some people may laugh at all this devotional singing (bhajans) and call it mere show and exhibition andrecommend instead quiet meditation in the silent recess of the shrine room. But coming out in company and doingbhajans like this helps remove egoism. One is not afraid of jeering nor ashamed to call out the Name of the Lord.One gets inspired by the devotion of others; the company of men with kindred sentiments helps to foster the tinyseedling from being scorched by the heat of derision.']
 The purpose of the writer in this passage is to _., make people respect His Word,0,28,"['value My Word and that they will feel sad at My being displeased with them. It is due to your wayward mind that you are easily wafted away from Me by some silly persons’ irresponsible words.Peace can be won only the hard wayI sometimes act as if I keep you at a distance; that is done to reform you quicker. When a stretch of road isbeing repaired, I go by another detour and do not use that bit of road for some time. The purpose is to let the repairworks proceed more quickly, so that I may use that road']"
 The doctor advises the patient to walk a few miles every morning because _., he will fall ill,69,86,"['the doctor advises him to walk a few miles every morning. Otherwise he will fall ill, the doctor says. So also, for removalof the disease of ignorance, one has to do virtuous action (dharma-directed karma).The oil in the lamp is the fat derived from the actions of previous ‘lives’. The stronger the flame, the brighterthe light and the sooner the oil is used up. Do vigorous karma, exhaust the effects of the past, and be free fromthe weight hanging round your neck. There is more joy in the doing of karma than in the fruit it may give; thepilgrimage is']"
 The author believes that _., spiritual wisdom is the discrimination between what promotes one's progress and what retards one's progress,0,107,"['their faults. The faults you will find are in you, and when you correct yourself, the world too becomes correct!Spiritual wisdom is the discrimination between what promotes one’s progress and what retards. Be your ownguru, your own teacher; you have the lamp with you, light it and march on without fear.God’s Grace can destroy effects of past karmaEven reaching the stage when “All is Brahmam” is realised as an understatement (because that statementpostulates two entities: All and Brahman, and the experience of Brahman alone, IS), you have to go a long way.But do not be down-hearted. The entire encyclopedia is']"
 Krishna was _., a soldier,0,9,"['between one another in thespiritual life. Let each one march at his own pace; only the direction and the road have to be Godward.Prasanthi Nilayam, 1960-09-29The sages of ancient times divided karma into that which is, intentionally done andthat which is done without any intention to gain the consequence. Follow the latter, and you will save yourselves from suffering. All other activities like the earningof wealth, of reputation, of fame and publicity, result in suffering.Sathya Sai Baba\x0c31. Sathya Sai Gita (iii)Vidura once asked Krishna, “How did you take part in the killing of lakhs of soldiers in the Kurukshetrabattle? You']"
 The jewel must know its real nature and _., become aware of its basic truth,0,31,"['nature is hidden by various veils of ignorance, such as those that Thyagaraja prayed Lord Venkatesha to pull apart, in the famous song, “Thera thiyaga radha”.The veils are known as the mind,the intellect, etc. The jewel must know it is not, it was not, it will not beoval or square or fiat or round, or anklet or necklace or ring or bangle. It must yearn to know its real nature andbecome aware of the basic truth, apart from the unreal appearance. When it becomes gold again, or, rather whenit ceases to think of itself as anything but gold, it can']"
 The teacher is honoured andrespected by the children and the public as _., the guru,154,163,"['the parents, and the public alike and the trust must be repaid by honest service. The teacher is honoured andrespected by the children and the public as the guru, with all the hallowed associations of that word. The teachermay be poor, uncared for by the people at the top, but the satisfaction gotten by the quiet creative work is enoughcompensation.Teacher should himself follow the advice he givesThe teacher should never curse his pupils whatever the provocation; he must always bless them. If he swearslike a boor, he reduces himself to the level of a boor. He should watch his behaviour']"
 The Governor considers this function to be _., the crown and glory of this year's Birthday Festival,0,52,"['the village school begun by him is indeed a very auspicious event.You can be proud that Puttaparthi is a village that has become famous from the Himalayas to Kanyakumari,as the Governor said now. But, as he himself added, it is a great responsibility as well. I consider this function tobe the crown and glory of this year’s Birthday Festival, for I see the faces of the farmers before Me, beaming witha new hope and a new joy. The elders of this village have at last realised what they have missed all these yearsdue to their own defects.Puttaparthi is revered with']"
 The author believes that _., one should be a child of God,0,28,"['learnt fromsome adept in the field. For courage, you must feel your own importance for your uplift; never call yourself asinner born in sin, bred in sin, and engaged in sin. No; that kind of self-condemnation ill becomes a child of God.In every one of you, God is the moving spirit, the very Soul; how then can you be evil when you are here tofulfill God’s purpose, according to his Will, His plan, His law? He has endowed you with many faculties so thatyou may seek Him and reach Him. You are not, therefore, a helpless neglected individual undergoing a']"
 Which of the following is TRUE according to the passage?, Satrughna is the son of Lakshmana.,0,34,"['leads to knowledge. Man is exhorted to overcome thamas by rajas andrajas by sathwa and finally to go beyond sathwa itself to attain liberation.sathya. Truth.Satrughna. Sumitra’s son, twin of Lakshmana and brother of Rama. The name means “slayer of enemies”.\x0cShantanu. A Kuru king, descendant of the Bharata race, of the lunar dynasty and the ancestor of the Pandavasand the Kauravas. Bhishma was his son.Sita. Wife of Rama; brought up by King Janaka who found her in a box in the earth. Also, a tributary of theGanga, flowing westward.Siva. The Destroyer, the Third of the Hindu Trinity of Brahma (the Creator),']"
 The man called his sonsby name because _., he wanted them to look after his shop,0,37,"['various Avatars (divine incarnations), for he knew that he wasbound to call them when he was about to die. The moment came at last, and, as expected, he called all his sonsby name, one by one. There were six of them, so he called the Lord by proxy six times in all. The boys came andstood round his cot, and, as he surveyed the group, the thought that came to the man’s mind, just when he wasabout to die was, “Alas! they have all come away; who will look after the shop now?” You see, his shop was hisvery breath']"
 The purpose of the passage is to _., encourage children to learn about God,0,37,"['about GodLearn from childhood the recitation of the Name and prayer and the practice of silence. Let children contemplate the beauties and the magnificence of God’s handiwork and be filled with mystery and awe. Do not countand calculate what the Puttaparthi Sai Baba gives. I do not give in order to attract you to Me; I give only to fillyou with Bliss (Ananda). Showering Ananda, that is My task. I do not want you to extol Me; I shall be satisfiedif you rely on Me. The mysterious indescribable Super-power has come within reach. It will never engage Itselfin any task']"
 The author mainly wants to tell us _., the importance of unity with the Siva Power,0,43,"['create, conserve, as well as dissolve, all at the same time, and to the same extent.These divine energies are similarly pictured as inseparably associated with the three aspects of the Absolute.Man’s duty is to achieve unity with the Siva Power (Siva-Sakthi), for he is but a spark that has emanated from it;he is but a flame of the Eternal Fire.Devotion must confer patience and fortitudeEnter upon that task of spiritual discipline from now on; that is the lesson you must learn here. Otherwise, apilgrimage leads only to the accumulation of vessels —you buy vessels from wherever you go: from Raameshwaram,']"
 Which of the following is NOT true?, Krishna is the father of Pandavas.,0,34,"['intentionally done.Karna. Half-brother of the Pandavas. Valiant but unfortunate eldest son of Kunthi by the Sun deity. Ally of theKauravas in the war with Pandavas.Kauravas. Family that fought Pandavas. See Mahabharatha.Krishna. The Avatar of Vishnu in the Dwapara yuga, prior to the present Kali yuga.kshetra. Field, the body in which the individual soul reaps the harvest of their karma.Kuchela. A poor brahmin classmate of Krishna.Kunthi. Also Kunthi Devi. Mother of Pandavas, wife of King Pandu (the younger brother of emperor Dhritharashtra), and sister of Krishna’s father (Vasudeva).Lakshmana. Brother of Rama and son of Sumitra; represents intellect.Lakshmi. Consort of Vishnu, goddess']"
 The writer wrote the passage to _., call on the people of Puttaparthi to live in peace and content,0,62,"['Me. You, on your part, must do everything to uphold the honour and reputation of this village.When I went to Nainital, right in the midst of the Himalayas, thousands of miles from here, they welcomedMe with an Address written and printed in Hindi, and therein they mentioned this village of Puttaparthi, whichthey called a sacred place! Well, when people actually come here from the various quarters of the world, let themsee a virtuous community of God-fearing men and women, living in peace and content.Puttaparthi, 1960-11-23The journey of every man is toward the cemetery; every day brings you nearer tothe moment']"
 Which of the following is NOT true according to the passage?, Manu is the law-giver.,0,22,"['Mahasivarathri is the great Sivarathri, taking place generally in February or March.manas. Mind, the inner organ, which has four aspects: (i) mind (manas), which deliberates, desires, and feels;(ii) intellect (buddhi), which understands, reasons, and decides; (iii) the ‘I’ sense, and (iv) memory (chitha).The mind, with all its desires and their broods, conceals the Divinity within man. Purification of the mind isessential for realisation of the Self.\x0cmanava. Man, descendent of Manu, the law-giver.mantra. A sacred formula, mystic syllable or word symbol uttered during the performance of the rituals ormeditation. They represent the spiritual truths directly revealed to the rishis (seers). The']"
 The best and the wisest thing is to _., see that you do not fall ill,197,226,"['which He hasendowed you.You have all gathered here to celebrate the completion of four years in the life of this Sathya Sai Hospital.So I want to tell you that the best and the wisest thing is to see that you do not fall ill. The doctor read out in the\x0creport that this year the number of out-patients as well as the number of operations was greater than last year, asif that is a sign of progress! But I do not think that speaks well of the people around and their sense of values. Thehospital should radiate preventive measures also and']"
 The library is _., a place for all people to use,0,29,"['books in the libraryand enjoy the teachings that are given by great spiritual aspirants and divine seers. Let children also come andhandle the books and turn over the pages; the library must be useful for all persons of this town from the age of 2to 60 or 70. It is not like a hospital, which is unnecessary for some. It benefits all, so all must make the best use ofit. The wisdom that these books contain should percolate to every home in Aukiripaili.Sanskrit learning has to advance by your efforts and your enthusiasm. The whole world will benefit if youkeep']"
 The author thinks that karma is _., action done with intent,183,207,"['your Ananda is My Food, yourelation is the swing on which I sit, your activity is My Playground.There are three kinds of karma: natural action, like breathing, which has to be done; action done with intent,like the combination of wick and oil in the burning lamp; and action done without intention to gain the fruit ofconsequences, where there is neither oil nor wick and so no burning at all. Breath control and yoga (divine communion) must become as natural as breathing and so automatic; that is the summum bonum of spiritual discipline,the state of innate spiritual discipline.I make people mad']"
 The author didn't agree to the suggestion because _., he was afraid that the nectar would be hidden,0,45,"['nectar in a spotin the sands previously fixed and known to Me only. That is why I now asked some from among those peoplethemselves to decide where we sit on these sands.Kasturi suggested this morning that since the thousands who have come to see the materialisation of nectarcannot get a close view on this flat riverbed, a mound of sand be raised, whereon I can sit. I did not agree becauseI knew these doubters would immediately infer that the nectar was hidden previously under the mound that washeaped up on purpose! This doubt is truly a component of the demonic']"
 The best title for the passage is _., Remember the Name of the Lord,0,29,"['lotusbud blooms and the petals unfold. Remember, only buds that are ready will bloom; the rest have to wait patiently.Meanwhile, carry on with the companionship of the Name of the Lord; remembering the Name is the best antidotefor all ills.Akhanda bhajans, Bangalore 1959-07-10In order to promote harmony, the first rule you must follow is control of the tongue.Do not give all your thoughts immediate expression. Select, ponder, and then, speakout. Speak softly, sweetly, without malice in your heart; speak as if you are addressing the Sai who resides in everyone. Use the tongue to recite the Name of the Lord;use']"
 The passage is mainly about _., how to cultivate a good character,0,33,"['the student, the householder, the mistress, and the master of the house.Virtues have to be cultivated in the home; each member sharing in the joy with the rest, each one seeking for opportunities for helping others. This attitude has to be stuck to, so that it may stay as character. How can a vesselkept with the mouth downward get filled with water? It has to open up and receive the good impulses. You haveto learn each lesson by systematic study. Application and effort alone will give success.Have faith in the Lord and His GraceIn all effort, if you trust in']"
 Which of the following is TRUE according to the passage?, The Divine energy is in you.,0,28,"['he came to manifest, by disciplinedprocesses, the Divine in him. That is why he is called vyakthi (individual), hewho makes vyaktha (clear) the sakthi (power) that is in him — the divine energy thatmotivates him.For this purpose he has come endowed with this body and the intelligence needed tocontrol it and divert it to useful channels of activity. You must achieve this by steadypursuit of morality and good deeds.Sathya Sai Baba\x0c27. The Underlying TruthsThis life, which begins with a wail, must end with a smile. When you were a little baby, everyone around yousmiled, though you kept on wailing. But']"
 The shop keeper named his sons after the Name of the Lord because _., he wanted to remember the Name with his last breath,0,51,"['nameof the Lord is remembered, however casually, at the very last moment of life! But it is a hard task to recall thatname if you have not practised it for years. In the surge of emotions and thoughts that will invade you at the lastmoment, the Name of God will be submerged unless you learn from now on to bring that Name to the top of theconsciousness, whenever you want it.A shop keeper once was inspired by that tale of Ajamila. He decided to remember the Name with his lastbreath by a short cut: he named his sons after the']"
 The author believes that _., we should be thankful to the Lord,0,33,"['The very nature around is enough to instill awe and wonder, to impartcourage, to inspire enthusiasm, and to fill you with joy! It is a type of false non-attachment to close the eye to allthe beauty, all the plenty, all the mercy that you receive from Mother Nature, and to mope in sorrow, bewailingyour lot.You should be thankful to the Lord for the chance given to you to serve others and yourselves, to observeHis Glory and His Grace, and you should look upon all as brothers and sisters. If, instead, you poison your heartswith hate and revel in quarrels, well,']"
 The author's purpose in writing the passage is to _., encourage people to develop the self-realisation process,0,56,"['but a flame of the eternal fireThe partaking of the nectar that I create is only the first step in this process for you: it does not mean muchif you do not take the second step and the third and march on toward self-realisation. You must have faith in thediscipline laid down in Sanathana Dharma (Eternal Religion) and in the ultimate divine basis of all creation. Getconvinced that the world can give you only fleeting joy and that grief is but the obverse of joy. Strive now, from\x0cthis very moment, for time is rushing like a swift torrent. Develop the']"
 The parents are angry because _., their sons do not find pleasure in the articles that gave them pleasure,0,71,"['to Me when still young; they tell them that they can take up religious practices intheir old age. These parents do not know the extent of the loss. By some stroke of good luck, their children get thechance of knowing about the right path for peace and contentment, but the parents are angry that the sons do notfind pleasure in the articles that gave them pleasure! They feel there must be something wrong in the make-up oftheir sons; they tempt them to drink, to gamble, to exploit, to hate — to imitate them, in short — and take themalong with']"
 The image of the sun was meant to remind the father of _., the Presence of the Lord,390,415,"['those who considered that the image was asymbol of Divinity. But when his daughter died, he was one day holding her picture in his hand weeping over theloss. Then the idea suddenly struck him that if the picture could cause sorrow in him and bring tears, the imagecould also evoke joy and bring tears to those who know the beauty and the glory of the Lord. The image was justa reminder of the Presence of the Lord everywhere and in everything.The Lord is the sun, and when His rays fall upon your heart, unimpeded by the clouds of egoism, the']"
 Arjuna's concentration was as steady as that of the cowherd girls because _., he was absorbed in the spiritual instruction,0,44,"['too. In bothplaces, the call is for the particular to merge with the Infinite, the Universal. For Him, the place of cremation(rudrabhumi) as well as the sanctified ground (badrabhumi) are the same; they are equally placed for impartingspiritual instruction in the form in which the devotee most likes it, namely, song. And imagine with what concentration Arjuna heard it! His concentration was as steady as that of the cowherd girls who listened to the Messageof the Flute in Brindavan. Arjuna forgot the opposing armies, his own hatreds and enthusiasm for war, and becameimmersed in the teaching he secured. If you']"
 The author writes the passage to _., encourage people to live in a village,0,37,"['is in your innermost heart be similarly overwhelmed by the sands of lust andanger. You talked of many sages and yogis who have done penance here, according to tradition. Well, those sagesand yogis knew which is real and which is unreal. They controlled the vagaries of the mind and dwelt in peace(santhi). Fix your attention on these eternal values; then you will not be swept off your feet by gusts of passionor fits of fury. Then this village, filled with love and mutual helpfulness, will become the ideal for miles around.Budili Village, 1959-09-09\x0c24. Many-pointedness And One-pointednessTHOUGH this area and this']"
 The writer thinks that _., it is difficult to get the conviction that this created world is a mixture of truth and falsehood,0,97,"['kind of Universe. The scientist also works on faith, that is to say, believing in something that he cannot fullygrasp or clearly infer or really calculate.That Reality can be demarcated only by the criterion of “Not this.” Brahman is posited and described bya process of negation or elimination, “not this, not this (nethi, nethi)”. In this artificial world, all is an artificialmixture of name and form, which are both artificial too. To get the conviction that this created world is a mixtureof truth and falsehood is very difficult indeed. When your head knocks against a wall, it is difficult to']"
" The demi-gods had to churn their thoughtsand impulses, their feelingsand emotions, their instinctsand inspirations, and bring out the cream of Truth because _.", they were in pride,0,18,"['is eternal. Falsehood is poison; truth is nectar. Truth alone confers splendour orDivinity. So, when the demi-gods fell prey to pride and attachment to unreality, they had to churn their thoughtsand impulses, their feelings and emotions, their instincts and inspirations, and bring out the cream of Truth. Thetwo groups who pulled the churning rope are the “forward leading influences and the backward pulling influences” — the divine and the demonic urges.As I said, Indra insulted Dhurvasa and invited upon himself the anger of that sage because of the ignorance ofhis fundamental reality, his ignorance, which plunged him in pride. What']"
 The Gita is _., a spiritual science,0,19,"['which employs symbolism and sublimation to purifythe instincts and control the mind. He removed to a great extent the prejudice that had kept people away fromtantra. It is spiritual science based on the feminine aspect of energy (sakthi), which plays a central part in thespiritual progress of humanity.Examine, each of you, your own mental make-up and see whether you have used your discrimination andworldly knowledge to clothe yourself in detachment, so that you do not suffer from attachment to things that willfade away. There is no dearth of books telling you how to be free from grief. The Gita is']"
 The four importantpaths of yoga are _.," knowledge, action, meditation and devotion",0,42,"['who by the power of theGayatri transformed himself spiritually. Early counselor of the young Rama.Vivekananda. Disciple of Ramakrishna; one of the founders of the Ramakrishna order. He taught Vedantic philosophy in Europe, America, and India.Vyasa. Compiler of Vedas and author of the Mahabharatha, Mahabhagavatham, and Brahma Sutra.Yama. God of Death; death personified.Yasoda. Adoptive mother of Krishna.yoga. Union with God. Also the path by which this union of the soul with God is achieved. The four importantpaths of yoga are knowledge, action, meditation, and devotion.Yudhistira. Eldest Pandava brother; also called Dharmaraja.yuga. Era or age. There is a cycle of four yugas:']"
 The author thinks that _., one should be grateful to the village where he was born,0,55,"['cannot grow sweet grain. Yet, certain things arepossible even under the limitations of the present curricula and courses of study.Be grateful to the village where you were bornThe unmistakable sign of rain is the wetness of the ground; so too, the sign of a person who has had someyears of schooling is good manners. One must have humility and know that the field of knowledge is so vast thatone has been unable even to touch its fringe; one must be aware of one’s kinship with all mankind and must show\x0ca keenness to do service to others, at all times, gladly,']"
 The One Truth is _., pure and unshakable,56,76,"['My Teachings in this way. It is said “The One Truth is pure and unshakable (Ekam Sathyam, vimalam, achalam).” Thirumalachar has collected it in his vessel, and he is giving it to you.Of course, no one can unravel the Mystery of the Lord. Even Viswamitra, who came to Dasaratha asking forthe two boys, extolling them as divine Incarnations, later forgot that fact and dared teach them mantras (sacredformulas), as if they were just ordinary disciples! He was even proud that the Lord who transformed Ahalya andreleased her from the curse was his disciple. Pride is one of the worst sins']"
 The author's purpose in writing this passage is to _., tell us to be grateful to God,0,29,"['in the swamps of greed and envy, of lust and pride.When the lion awakes from sleep and roars, all the tiny animals that held sway till then take to their heels.So too, when you awake and repeat the Om (Pranava) mantra, all the paltry animal instincts that strutted about inthe darkness will flee. In your own heart you have the entity that is beyond time and space, and if you go on contacting it by the Pranava or by any other symbol, the wild thoughts and impulses will not dare to approach you.If you have the Grace of God, no']"
 The author's purpose in writing the passage is to _., call on people to remember the Name of the Lord,0,47,"['what is the great profit you have earned thereby? Have you at least derivedpeace and content, following that course? You have reaped only further hate and further waste.The surrounding villages have gainfully made use of the help given by the government and advanced in someways, but here, you need not stretch your hands before the government; you have a wish-fulfilling tree (Kalpavriksha), ready to give you all that you want! You have the Lord, who protects and promotes all. The virtues of thepeople are the treasures of the State; remembering the Name of the Lord is the root of all']"
 The Brahmeswara Temple is mentioned to show that _., the eternal values are more important than the body,0,51,"[' of the undue importance attached to the body, the senses, and the accumulation of objects that cater to the senses. See things in their proper perspective, and give them their worth butno more. There are greater things that grant joy and peace. Try to get hold of them; every one of you has a rightto possess them. None can keep them away from your grasp.Fix your attention on the eternal valuesYou spoke of the Brahmeswara Temple that was once here but that has since gone under the sands of the river. Let not the temple of the Lord that']"
 The passage is mainly about _., how to get more success in the struggle,0,39,"['areyearned for. “as felt, so fashioned (yadh bhavare, thath bhavathi).” He bows to your will, He carries your burdenprovided you trust Him with it.Therefore, act and feel and speak so that you get “joy here, joy hereafter, and joy everlasting” —all three. Ibless you all that you get more success in the struggle.Prasanthi Nilayam, Birthday Festival, 1960-11-23You must tread the spiritual path with an uncontrollable urge to reach the Goal;you must cultivate the yearning for liberation from all this encumbrance.Remember that you have to dwell in a house built on four stout pillars: righteousness,wealth, desire, and liberation —righteousness supporting wealth,']"
